payment_id,student_id,payment_date,amount,payment_method,status,semester
PAY001235,STU000275,2024-04-23,495259,Bank Transfer,Completed,Fall 2024
PAY001236,STU000275,2025-01-11,488249,Cash,Pending,Spring 2025
PAY001237,STU000275,2025-10-19,470434,Mobile Money,Failed,Fall 2024
PAY001238,STU000275,2024-04-19,506561,Credit Card,Completed,Fall 2024
PAY001239,STU000276,2024-10-30,770463,Mobile Money,Pending,Fall 2023
PAY001240,STU000276,2025-08-11,751871,Mobile Money,Completed,Fall 2023
PAY001241,STU000276,2024-04-13,737925,Mobile Money,Completed,Spring 2025
PAY001242,STU000276,2024-05-04,753545,Cash,Completed,Spring 2025
PAY001243,STU000276,2024-03-15,736553,Cash,Pending,Fall 2023
PAY001244,STU000276,2024-01-08,790026,Cash,Failed,Spring 2025
PAY001245,STU000276,2025-04-02,752948,Credit Card,Pending,Fall 2024
PAY001246,STU000276,2024-08-15,720574,Mobile Money,Pending,Fall 2024
PAY001247,STU000277,2024-07-31,1036008,Mobile Money,Failed,Fall 2023
PAY001248,STU000278,2024-09-16,1253778,Mobile Money,Failed,Fall 2023
PAY001249,STU000278,2024-02-24,1229385,Mobile Money,Failed,Fall 2023
PAY001250,STU000278,2024-03-15,1274787,Credit Card,Completed,Fall 2024
PAY001251,STU000278,2024-03-04,1232760,Mobile Money,Failed,Spring 2025
PAY001252,STU000278,2023-12-19,1211923,Cash,Completed,Spring 2025
PAY001253,STU000278,2024-05-02,1267021,Mobile Money,Completed,Spring 2025
PAY001254,STU000278,2024-11-06,1294772,Mobile Money,Completed,Spring 2025
PAY001255,STU000279,2025-07-06,988401,Bank Transfer,Completed,Spring 2024
PAY001256,STU000279,2024-04-06,1010447,Credit Card,Completed,Spring 2025
PAY001257,STU000279,2025-03-16,973183,Credit Card,Failed,Fall 2023
PAY001258,STU000279,2024-03-10,993418,Mobile Money,Completed,Spring 2025
PAY001259,STU000280,2025-10-16,539394,Credit Card,Failed,Spring 2025
PAY001260,STU000280,2024-10-20,459222,Credit Card,Pending,Fall 2023
PAY001261,STU000281,2024-07-14,1295162,Bank Transfer,Pending,Spring 2025
PAY001262,STU000282,2024-10-05,1043929,Credit Card,Pending,Fall 2023
PAY001263,STU000283,2025-02-23,799344,Bank Transfer,Failed,Spring 2024
PAY001264,STU000283,2024-11-08,754118,Cash,Completed,Spring 2024
PAY001265,STU000284,2025-02-21,712730,Cash,Failed,Fall 2023
PAY001266,STU000284,2024-08-06,792940,Credit Card,Completed,Fall 2024
PAY001267,STU000284,2024-12-03,738704,Credit Card,Pending,Spring 2025
PAY001268,STU000284,2023-12-03,733806,Cash,Failed,Fall 2023
PAY001269,STU000284,2025-06-28,719401,Cash,Completed,Spring 2024
PAY001270,STU000284,2024-11-04,773864,Cash,Failed,Fall 2024
PAY001271,STU000284,2025-01-08,793826,Mobile Money,Failed,Fall 2024
PAY001272,STU000284,2024-07-20,793464,Credit Card,Failed,Fall 2024
PAY001273,STU000285,2025-06-21,779619,Cash,Pending,Fall 2024
PAY001274,STU000285,2024-02-05,729873,Bank Transfer,Completed,Fall 2024
PAY001275,STU000285,2025-06-20,776576,Bank Transfer,Pending,Fall 2024
PAY001276,STU000286,2024-02-24,1222335,Cash,Failed,Spring 2024
PAY001277,STU000286,2024-03-27,1265679,Cash,Failed,Fall 2024
PAY001278,STU000286,2024-10-27,1263602,Mobile Money,Failed,Spring 2025
PAY001279,STU000286,2025-05-23,1263438,Credit Card,Completed,Fall 2023
PAY001280,STU000286,2024-12-03,1229468,Cash,Completed,Spring 2024
PAY001281,STU000286,2025-06-18,1236479,Bank Transfer,Failed,Spring 2024
PAY001282,STU000286,2024-11-18,1265377,Credit Card,Failed,Fall 2023
PAY001283,STU000287,2024-11-11,787063,Bank Transfer,Pending,Fall 2023
PAY001284,STU000287,2024-12-16,766508,Bank Transfer,Pending,Fall 2023
PAY001285,STU000287,2025-09-22,758541,Mobile Money,Completed,Fall 2024
PAY001286,STU000287,2025-05-15,790400,Mobile Money,Completed,Spring 2025
PAY001287,STU000288,2024-03-05,484834,Cash,Completed,Spring 2024
PAY001288,STU000288,2025-09-14,467373,Cash,Completed,Spring 2024
PAY001289,STU000288,2025-03-30,481973,Credit Card,Pending,Fall 2023
PAY001290,STU000289,2024-02-08,959575,Mobile Money,Pending,Fall 2023
PAY001291,STU000290,2024-07-19,475873,Bank Transfer,Failed,Spring 2024
PAY001292,STU000290,2024-03-16,513862,Cash,Failed,Fall 2023
PAY001293,STU000290,2024-04-02,506328,Bank Transfer,Failed,Spring 2025
PAY001294,STU000290,2024-01-30,475532,Credit Card,Completed,Fall 2024
PAY001295,STU000290,2024-09-28,528820,Cash,Pending,Spring 2024
PAY001296,STU000290,2024-12-17,516491,Credit Card,Failed,Fall 2024
PAY001297,STU000290,2024-01-28,489274,Cash,Failed,Spring 2024
PAY001298,STU000290,2024-12-04,486082,Cash,Failed,Spring 2025
PAY001299,STU000291,2024-07-07,700854,Cash,Failed,Spring 2025
PAY001300,STU000291,2024-06-29,721381,Mobile Money,Completed,Spring 2025
PAY001301,STU000292,2024-08-22,494883,Mobile Money,Completed,Fall 2023
PAY001302,STU000292,2025-03-26,477946,Cash,Failed,Fall 2024
PAY001303,STU000292,2024-12-26,519520,Credit Card,Completed,Fall 2024
PAY001304,STU000292,2024-03-04,477563,Mobile Money,Pending,Spring 2024
PAY001305,STU000292,2025-05-06,501935,Mobile Money,Completed,Spring 2024
PAY001306,STU000293,2024-01-19,1278017,Credit Card,Failed,Fall 2024
PAY001307,STU000293,2025-03-29,1234452,Credit Card,Pending,Fall 2024
PAY001308,STU000293,2025-06-23,1240138,Cash,Failed,Fall 2024
PAY001309,STU000293,2024-12-31,1258944,Cash,Pending,Spring 2025
PAY001310,STU000293,2024-09-17,1200743,Credit Card,Completed,Spring 2025
PAY001311,STU000293,2024-11-21,1284645,Mobile Money,Pending,Fall 2024
PAY001312,STU000294,2025-04-19,786776,Cash,Pending,Fall 2024
PAY001313,STU000295,2024-09-07,1000122,Cash,Failed,Spring 2024
PAY001314,STU000296,2025-02-11,1214003,Bank Transfer,Completed,Spring 2024
PAY001315,STU000296,2024-12-20,1294745,Credit Card,Failed,Spring 2025
PAY001316,STU000296,2025-10-02,1286431,Credit Card,Failed,Spring 2025
PAY001317,STU000296,2025-03-08,1236718,Credit Card,Completed,Fall 2023
PAY001318,STU000297,2025-02-09,1020503,Cash,Pending,Fall 2024
PAY001319,STU000298,2025-07-04,1298281,Bank Transfer,Pending,Spring 2025
PAY001320,STU000298,2025-06-16,1219715,Cash,Failed,Spring 2024
PAY001321,STU000299,2025-03-12,1242970,Cash,Failed,Fall 2024
PAY001322,STU000299,2023-12-13,1202864,Mobile Money,Completed,Fall 2024
PAY001323,STU000300,2025-04-13,1224135,Cash,Pending,Spring 2024
PAY001324,STU000300,2024-08-04,1247474,Cash,Completed,Fall 2024
PAY001325,STU000300,2025-03-02,1279117,Bank Transfer,Completed,Fall 2023
PAY001326,STU000300,2024-01-31,1253841,Credit Card,Pending,Spring 2025
PAY001327,STU000300,2025-09-30,1269258,Bank Transfer,Failed,Fall 2024
PAY001328,STU000300,2025-11-02,1274149,Credit Card,Completed,Fall 2024
PAY001329,STU000301,2024-04-09,993745,Bank Transfer,Failed,Fall 2023
PAY001330,STU000301,2024-04-19,962077,Bank Transfer,Failed,Spring 2024
PAY001331,STU000301,2024-06-11,961498,Credit Card,Failed,Spring 2024
PAY001332,STU000301,2025-09-05,1039647,Credit Card,Pending,Spring 2025
PAY001333,STU000301,2024-08-13,1046853,Mobile Money,Failed,Fall 2024
PAY001334,STU000301,2025-09-05,973812,Cash,Pending,Spring 2025
PAY001335,STU000301,2025-10-28,1002620,Cash,Completed,Spring 2025
PAY001336,STU000301,2025-10-30,951119,Mobile Money,Pending,Spring 2025
PAY001337,STU000302,2025-04-04,1026595,Cash,Failed,Spring 2025
PAY001338,STU000302,2024-01-19,1037215,Mobile Money,Failed,Fall 2024
PAY001339,STU000302,2024-04-07,970002,Mobile Money,Completed,Spring 2024
PAY001340,STU000303,2025-08-07,703437,Bank Transfer,Completed,Fall 2024
PAY001341,STU000303,2025-09-09,742920,Cash,Completed,Spring 2024
PAY001342,STU000303,2025-04-26,739705,Mobile Money,Pending,Fall 2024
PAY001343,STU000303,2025-03-25,728473,Cash,Completed,Spring 2024
PAY001344,STU000303,2024-08-25,716136,Credit Card,Completed,Spring 2025
PAY001345,STU000304,2025-09-29,1258564,Credit Card,Pending,Spring 2024
PAY001346,STU000304,2025-04-22,1249873,Bank Transfer,Completed,Spring 2024
PAY001347,STU000304,2024-06-18,1275799,Bank Transfer,Completed,Spring 2024
PAY001348,STU000304,2025-07-18,1264108,Cash,Failed,Fall 2024
PAY001349,STU000305,2025-04-17,711900,Cash,Pending,Fall 2024
PAY001350,STU000305,2024-06-16,714679,Credit Card,Completed,Fall 2023
PAY001351,STU000305,2024-10-25,755052,Credit Card,Completed,Fall 2024
PAY001352,STU000305,2024-11-14,740629,Bank Transfer,Pending,Fall 2024
PAY001353,STU000305,2025-03-29,791909,Bank Transfer,Failed,Spring 2025
PAY001354,STU000305,2024-07-24,702077,Cash,Failed,Fall 2024
PAY001355,STU000305,2025-10-03,718446,Mobile Money,Completed,Fall 2023
PAY001356,STU000306,2025-06-28,791104,Credit Card,Completed,Fall 2023
PAY001357,STU000306,2024-03-18,727502,Cash,Pending,Spring 2025
PAY001358,STU000306,2025-06-10,754950,Mobile Money,Completed,Spring 2024
PAY001359,STU000307,2025-07-29,971282,Bank Transfer,Pending,Spring 2024
PAY001360,STU000307,2025-01-09,1002907,Cash,Pending,Fall 2024
PAY001361,STU000307,2025-10-20,953385,Cash,Completed,Spring 2025
PAY001362,STU000308,2024-09-27,706094,Credit Card,Failed,Spring 2024
PAY001363,STU000309,2025-11-03,495700,Mobile Money,Completed,Spring 2025
PAY001364,STU000309,2025-09-12,464733,Credit Card,Pending,Spring 2025
PAY001365,STU000309,2024-05-18,507726,Mobile Money,Failed,Fall 2023
PAY001366,STU000310,2024-07-26,1233667,Mobile Money,Pending,Fall 2024
PAY001367,STU000310,2024-02-29,1287612,Bank Transfer,Pending,Spring 2025
PAY001368,STU000310,2024-04-13,1225727,Mobile Money,Completed,Spring 2024
PAY001369,STU000310,2025-06-25,1229563,Bank Transfer,Failed,Fall 2023
PAY001370,STU000310,2024-10-01,1237001,Bank Transfer,Completed,Spring 2024
PAY001371,STU000311,2024-01-13,739466,Cash,Failed,Spring 2025
PAY001372,STU000311,2024-01-04,777435,Cash,Completed,Fall 2024
PAY001373,STU000311,2024-09-12,749121,Mobile Money,Failed,Fall 2023
PAY001374,STU000311,2024-10-20,782821,Bank Transfer,Completed,Spring 2024
PAY001375,STU000311,2025-11-04,718737,Bank Transfer,Completed,Spring 2024
PAY001376,STU000312,2025-11-07,1024984,Credit Card,Pending,Fall 2024
PAY001377,STU000312,2025-05-10,1032406,Credit Card,Pending,Spring 2024
PAY001378,STU000312,2024-08-11,1031436,Cash,Failed,Spring 2025
PAY001379,STU000312,2025-07-21,1047643,Cash,Failed,Fall 2024
PAY001380,STU000312,2024-12-08,974421,Cash,Pending,Spring 2025
PAY001381,STU000312,2024-05-05,1009810,Bank Transfer,Failed,Fall 2024
PAY001382,STU000312,2024-06-05,984454,Bank Transfer,Pending,Spring 2025
PAY001383,STU000313,2025-08-14,729769,Credit Card,Completed,Fall 2023
PAY001384,STU000314,2024-11-28,740243,Credit Card,Pending,Fall 2023
PAY001385,STU000314,2024-06-20,723935,Credit Card,Failed,Spring 2024
PAY001386,STU000314,2025-06-26,789204,Mobile Money,Completed,Spring 2024
PAY001387,STU000314,2024-11-21,768888,Mobile Money,Failed,Fall 2023
PAY001388,STU000314,2024-05-22,747534,Mobile Money,Failed,Spring 2024
PAY001389,STU000315,2025-08-08,789180,Mobile Money,Failed,Spring 2024
PAY001390,STU000315,2025-06-16,770886,Credit Card,Completed,Fall 2024
PAY001391,STU000315,2025-09-29,752543,Cash,Pending,Spring 2025
PAY001392,STU000315,2024-07-19,761342,Cash,Completed,Fall 2024
PAY001393,STU000315,2025-11-18,709813,Cash,Failed,Fall 2024
PAY001394,STU000315,2025-04-19,796136,Bank Transfer,Completed,Spring 2025
PAY001395,STU000316,2024-07-14,721004,Mobile Money,Pending,Spring 2024
PAY001396,STU000316,2024-01-27,754920,Credit Card,Failed,Spring 2024
PAY001397,STU000316,2025-03-09,745928,Bank Transfer,Completed,Fall 2024
PAY001398,STU000317,2025-07-15,1295155,Mobile Money,Completed,Spring 2025
PAY001399,STU000317,2025-06-26,1288111,Cash,Pending,Fall 2023
PAY001400,STU000317,2024-02-05,1215373,Cash,Failed,Fall 2023
PAY001401,STU000318,2024-01-12,757445,Cash,Completed,Spring 2025
PAY001402,STU000318,2025-06-14,709227,Cash,Pending,Fall 2023
PAY001403,STU000318,2024-10-24,733482,Bank Transfer,Failed,Spring 2025
PAY001404,STU000318,2024-09-08,776674,Mobile Money,Failed,Spring 2025
PAY001405,STU000318,2025-01-24,729443,Bank Transfer,Completed,Fall 2024
PAY001406,STU000318,2025-03-16,787151,Credit Card,Failed,Spring 2025
PAY001407,STU000318,2024-09-13,707425,Bank Transfer,Pending,Fall 2024
PAY001408,STU000318,2025-03-06,783920,Cash,Pending,Fall 2024
PAY001409,STU000319,2025-11-05,463255,Credit Card,Completed,Spring 2025
PAY001410,STU000319,2025-04-06,527474,Credit Card,Failed,Fall 2024
PAY001411,STU000319,2025-08-04,542868,Credit Card,Failed,Spring 2025
PAY001412,STU000319,2024-03-07,518022,Credit Card,Completed,Fall 2023
PAY001413,STU000319,2024-03-24,534237,Bank Transfer,Failed,Fall 2023
PAY001414,STU000319,2025-07-21,481275,Cash,Failed,Spring 2025
PAY001415,STU000320,2024-11-28,534815,Credit Card,Pending,Fall 2023
PAY001416,STU000320,2024-10-06,532328,Credit Card,Failed,Fall 2023
PAY001417,STU000320,2025-04-11,524308,Mobile Money,Completed,Fall 2024
PAY001418,STU000320,2025-08-09,488309,Credit Card,Completed,Spring 2025
PAY001419,STU000320,2025-03-04,497000,Cash,Pending,Spring 2024
PAY001420,STU000320,2025-02-08,508459,Bank Transfer,Pending,Spring 2025
PAY001421,STU000320,2023-12-04,533205,Cash,Completed,Spring 2024
PAY001422,STU000321,2024-11-27,1222551,Credit Card,Completed,Fall 2024
PAY001423,STU000321,2024-11-23,1280793,Mobile Money,Pending,Fall 2024
PAY001424,STU000321,2025-08-07,1294626,Bank Transfer,Failed,Spring 2025
PAY001425,STU000321,2025-01-02,1281500,Credit Card,Failed,Spring 2024
PAY001426,STU000321,2024-10-23,1226496,Cash,Failed,Spring 2025
PAY001427,STU000321,2024-11-24,1244171,Credit Card,Pending,Spring 2024
PAY001428,STU000322,2025-11-02,964611,Mobile Money,Failed,Fall 2024
PAY001429,STU000322,2024-06-18,1041780,Cash,Failed,Spring 2024
PAY001430,STU000322,2024-10-07,1031064,Bank Transfer,Completed,Fall 2023
PAY001431,STU000323,2025-02-22,1219105,Cash,Failed,Fall 2024
PAY001432,STU000323,2024-10-08,1217436,Credit Card,Completed,Fall 2024
PAY001433,STU000324,2025-04-02,1008004,Bank Transfer,Completed,Spring 2024
PAY001434,STU000324,2024-01-05,985885,Bank Transfer,Pending,Spring 2024
PAY001435,STU000325,2025-04-01,757718,Mobile Money,Completed,Fall 2023
PAY001436,STU000325,2025-01-19,731939,Bank Transfer,Failed,Spring 2025
PAY001437,STU000325,2024-08-26,754332,Mobile Money,Pending,Spring 2024
PAY001438,STU000325,2024-06-05,776139,Credit Card,Failed,Spring 2025
PAY001439,STU000326,2025-02-22,1006533,Cash,Pending,Spring 2024
PAY001440,STU000326,2024-12-26,1020827,Cash,Completed,Spring 2024
PAY001441,STU000326,2024-12-24,1042069,Mobile Money,Failed,Spring 2024
PAY001442,STU000326,2025-08-12,1016512,Credit Card,Failed,Fall 2024
PAY001443,STU000326,2025-08-03,1029179,Mobile Money,Failed,Fall 2024
PAY001444,STU000327,2025-02-16,1275269,Bank Transfer,Pending,Spring 2025
PAY001445,STU000327,2024-06-27,1277471,Credit Card,Completed,Spring 2024
PAY001446,STU000327,2025-10-27,1273394,Credit Card,Failed,Fall 2023
PAY001447,STU000327,2024-11-28,1262472,Mobile Money,Completed,Fall 2024
PAY001448,STU000328,2024-04-14,983031,Bank Transfer,Failed,Spring 2025
PAY001449,STU000328,2024-09-03,1042303,Mobile Money,Pending,Spring 2024
PAY001450,STU000329,2024-05-16,1041384,Cash,Pending,Spring 2024
PAY001451,STU000329,2024-04-14,1016578,Credit Card,Completed,Fall 2024
PAY001452,STU000329,2025-11-12,1029900,Bank Transfer,Failed,Fall 2024
PAY001453,STU000329,2024-03-27,965687,Bank Transfer,Failed,Fall 2023
PAY001454,STU000329,2024-05-25,1004225,Mobile Money,Failed,Spring 2024
PAY001455,STU000329,2025-03-09,1028843,Mobile Money,Completed,Fall 2023
PAY001456,STU000329,2024-01-24,1014877,Bank Transfer,Pending,Fall 2023
PAY001457,STU000329,2025-08-14,1002894,Credit Card,Pending,Spring 2025
PAY001458,STU000330,2024-12-02,723984,Bank Transfer,Pending,Fall 2024
PAY001459,STU000330,2025-05-21,792702,Credit Card,Pending,Spring 2025
PAY001460,STU000330,2025-08-18,724191,Cash,Pending,Spring 2024
PAY001461,STU000330,2025-03-31,746032,Bank Transfer,Pending,Spring 2025
PAY001462,STU000330,2025-08-14,768664,Cash,Completed,Fall 2023
PAY001463,STU000330,2024-04-27,707752,Cash,Completed,Spring 2024
PAY001464,STU000330,2025-11-17,769352,Bank Transfer,Completed,Fall 2024
PAY001465,STU000330,2024-10-21,740142,Bank Transfer,Failed,Fall 2024
PAY001466,STU000331,2025-05-09,783424,Credit Card,Completed,Spring 2024
PAY001467,STU000331,2024-11-30,712709,Mobile Money,Failed,Fall 2024
PAY001468,STU000332,2023-11-26,1223264,Mobile Money,Pending,Fall 2023
PAY001469,STU000332,2024-02-20,1205082,Bank Transfer,Pending,Fall 2024
PAY001470,STU000332,2025-07-31,1245751,Mobile Money,Failed,Spring 2024
PAY001471,STU000333,2025-05-05,1279102,Mobile Money,Failed,Fall 2024
PAY001472,STU000333,2024-08-10,1286309,Credit Card,Pending,Fall 2023
PAY001473,STU000334,2025-03-11,997932,Mobile Money,Completed,Spring 2025
PAY001474,STU000334,2025-05-10,1002990,Bank Transfer,Pending,Fall 2023
PAY001475,STU000335,2024-06-04,461921,Cash,Failed,Spring 2025
PAY001476,STU000335,2024-05-08,534305,Mobile Money,Pending,Fall 2024
PAY001477,STU000335,2025-07-03,508707,Mobile Money,Pending,Spring 2025
PAY001478,STU000335,2024-10-01,507034,Credit Card,Completed,Spring 2025
PAY001479,STU000335,2025-10-25,514387,Bank Transfer,Pending,Spring 2025
PAY001480,STU000335,2024-03-04,500961,Cash,Pending,Fall 2024
PAY001481,STU000335,2023-12-19,541606,Bank Transfer,Failed,Fall 2023
PAY001482,STU000335,2025-05-10,461689,Cash,Failed,Spring 2024
PAY001483,STU000336,2024-05-20,453665,Bank Transfer,Pending,Spring 2025
PAY001484,STU000336,2025-05-10,496106,Bank Transfer,Failed,Spring 2025
PAY001485,STU000336,2024-06-16,518679,Mobile Money,Failed,Fall 2024
PAY001486,STU000336,2023-12-22,541643,Bank Transfer,Completed,Fall 2023
PAY001487,STU000336,2024-08-07,474340,Mobile Money,Failed,Fall 2024
PAY001488,STU000336,2025-09-05,543589,Mobile Money,Pending,Spring 2024
PAY001489,STU000337,2024-10-24,477004,Bank Transfer,Pending,Fall 2023
PAY001490,STU000338,2025-05-21,1001107,Mobile Money,Pending,Spring 2025
PAY001491,STU000338,2025-10-04,970437,Mobile Money,Failed,Spring 2024
PAY001492,STU000338,2024-02-21,1037625,Cash,Pending,Fall 2024
PAY001493,STU000338,2025-04-23,1035634,Cash,Pending,Fall 2023
PAY001494,STU000339,2024-10-28,1236449,Mobile Money,Pending,Fall 2024
PAY001495,STU000339,2024-03-14,1201367,Credit Card,Completed,Spring 2025
PAY001496,STU000339,2025-07-10,1286895,Mobile Money,Completed,Fall 2023
PAY001497,STU000339,2025-07-23,1220830,Credit Card,Completed,Spring 2024
PAY001498,STU000339,2024-05-18,1242910,Mobile Money,Failed,Fall 2024
PAY001499,STU000339,2023-12-22,1293719,Credit Card,Pending,Fall 2024
PAY001500,STU000339,2025-01-31,1274725,Cash,Completed,Fall 2023
PAY001501,STU000340,2025-08-22,772712,Credit Card,Completed,Spring 2024
PAY001502,STU000340,2024-06-06,704678,Credit Card,Pending,Fall 2023
PAY001503,STU000340,2025-07-27,729968,Bank Transfer,Pending,Spring 2024
PAY001504,STU000340,2025-08-25,799947,Bank Transfer,Completed,Spring 2025
PAY001505,STU000340,2024-02-27,748614,Credit Card,Failed,Spring 2024
PAY001506,STU000340,2024-08-23,778250,Bank Transfer,Failed,Spring 2024
PAY001507,STU000340,2025-04-17,795015,Cash,Completed,Fall 2023
PAY001508,STU000341,2025-03-07,973006,Cash,Pending,Spring 2024
PAY001509,STU000341,2024-01-29,957396,Credit Card,Pending,Spring 2024
PAY001510,STU000341,2025-01-24,1016269,Bank Transfer,Completed,Spring 2024
PAY001511,STU000342,2024-01-15,1044526,Credit Card,Completed,Spring 2025
PAY001512,STU000342,2025-09-08,982214,Cash,Failed,Spring 2024
PAY001513,STU000342,2025-06-25,1021712,Cash,Completed,Fall 2023
PAY001514,STU000342,2023-12-18,958536,Credit Card,Failed,Fall 2023
PAY001515,STU000343,2024-11-04,955037,Mobile Money,Completed,Spring 2024
PAY001516,STU000343,2025-11-12,999966,Bank Transfer,Failed,Fall 2023
PAY001517,STU000343,2024-10-18,1024311,Bank Transfer,Completed,Fall 2023
PAY001518,STU000344,2024-01-24,512446,Credit Card,Pending,Spring 2025
PAY001519,STU000344,2024-08-15,548050,Mobile Money,Failed,Spring 2025
PAY001520,STU000345,2024-02-06,1009635,Credit Card,Completed,Spring 2025
PAY001521,STU000345,2024-05-18,997203,Mobile Money,Completed,Fall 2024
PAY001522,STU000345,2024-02-05,1045810,Mobile Money,Pending,Fall 2024
PAY001523,STU000345,2025-06-07,998244,Bank Transfer,Pending,Fall 2024
PAY001524,STU000345,2025-06-24,955577,Credit Card,Pending,Spring 2024
PAY001525,STU000346,2024-02-16,746260,Mobile Money,Pending,Spring 2025
PAY001526,STU000346,2024-09-17,760369,Credit Card,Pending,Spring 2025
PAY001527,STU000346,2024-08-01,747652,Cash,Pending,Spring 2025
PAY001528,STU000346,2025-07-05,794805,Mobile Money,Completed,Spring 2024
PAY001529,STU000346,2023-11-20,725030,Mobile Money,Failed,Fall 2024
PAY001530,STU000346,2024-08-01,771854,Credit Card,Pending,Fall 2024
PAY001531,STU000346,2025-04-14,751488,Mobile Money,Pending,Fall 2023
PAY001532,STU000347,2024-02-19,1004017,Bank Transfer,Completed,Spring 2024
PAY001533,STU000347,2024-12-08,1022311,Mobile Money,Failed,Spring 2025
PAY001534,STU000347,2024-06-07,1006594,Mobile Money,Pending,Fall 2023
PAY001535,STU000347,2023-12-09,977060,Credit Card,Failed,Spring 2024
PAY001536,STU000347,2025-02-12,1047776,Mobile Money,Failed,Spring 2025
PAY001537,STU000347,2024-04-09,975927,Mobile Money,Pending,Fall 2024
PAY001538,STU000347,2024-07-27,982204,Mobile Money,Pending,Fall 2024
PAY001539,STU000347,2024-03-03,1030258,Bank Transfer,Failed,Fall 2023
PAY001540,STU000348,2025-10-28,451136,Bank Transfer,Pending,Fall 2023
PAY001541,STU000348,2025-01-02,496752,Mobile Money,Failed,Spring 2024
PAY001542,STU000349,2025-09-12,997571,Cash,Failed,Spring 2025
PAY001543,STU000349,2024-07-20,994383,Mobile Money,Pending,Fall 2024
PAY001544,STU000349,2025-08-07,1023647,Mobile Money,Completed,Spring 2024
PAY001545,STU000349,2024-09-19,965524,Credit Card,Completed,Spring 2025
PAY001546,STU000350,2025-07-25,787014,Mobile Money,Pending,Fall 2023
PAY001547,STU000350,2025-10-09,717773,Credit Card,Pending,Spring 2025
PAY001548,STU000350,2024-07-18,722342,Bank Transfer,Failed,Fall 2024
PAY001549,STU000350,2024-08-24,776662,Mobile Money,Pending,Fall 2023
PAY001550,STU000350,2024-07-03,788049,Cash,Pending,Fall 2023
PAY001551,STU000351,2025-05-21,467687,Cash,Failed,Spring 2025
PAY001552,STU000351,2025-06-18,464545,Mobile Money,Failed,Fall 2024
PAY001553,STU000351,2025-01-23,543245,Bank Transfer,Pending,Spring 2025
PAY001554,STU000351,2025-11-02,531508,Credit Card,Completed,Fall 2024
PAY001555,STU000351,2025-03-05,475168,Cash,Failed,Fall 2023
PAY001556,STU000351,2024-07-05,491755,Mobile Money,Completed,Spring 2024
PAY001557,STU000352,2024-08-16,1006747,Cash,Completed,Fall 2024
PAY001558,STU000352,2024-01-16,1010042,Bank Transfer,Pending,Fall 2023
PAY001559,STU000352,2025-07-08,1031811,Bank Transfer,Failed,Fall 2023
PAY001560,STU000352,2025-01-13,999895,Mobile Money,Pending,Spring 2025
PAY001561,STU000352,2024-10-17,954716,Cash,Failed,Spring 2025
PAY001562,STU000353,2024-06-12,1005641,Credit Card,Failed,Fall 2024
PAY001563,STU000353,2025-07-06,995382,Cash,Failed,Spring 2024
PAY001564,STU000353,2024-07-06,986915,Cash,Completed,Spring 2025
PAY001565,STU000353,2024-01-01,961114,Cash,Failed,Fall 2023
PAY001566,STU000353,2025-10-26,966846,Bank Transfer,Completed,Fall 2023
PAY001567,STU000353,2025-05-21,998940,Bank Transfer,Completed,Spring 2024
PAY001568,STU000354,2025-11-09,544779,Bank Transfer,Failed,Fall 2024
PAY001569,STU000354,2024-02-25,459225,Mobile Money,Failed,Spring 2025
PAY001570,STU000355,2024-03-01,465987,Bank Transfer,Failed,Spring 2024
PAY001571,STU000355,2025-04-28,547788,Bank Transfer,Completed,Fall 2023
PAY001572,STU000355,2025-08-17,450503,Credit Card,Failed,Spring 2024
PAY001573,STU000355,2025-04-17,456553,Bank Transfer,Pending,Fall 2024
PAY001574,STU000355,2024-02-17,519380,Mobile Money,Pending,Spring 2024
PAY001575,STU000355,2023-11-24,514920,Mobile Money,Pending,Fall 2024
PAY001576,STU000356,2025-05-13,1266530,Bank Transfer,Completed,Spring 2024
PAY001577,STU000357,2025-06-24,1021040,Mobile Money,Failed,Fall 2023
PAY001578,STU000357,2023-11-30,1049833,Bank Transfer,Completed,Spring 2024
PAY001579,STU000357,2024-12-24,1049127,Mobile Money,Completed,Spring 2025
PAY001580,STU000357,2024-02-07,1027635,Cash,Failed,Spring 2025
PAY001581,STU000358,2024-09-08,732892,Cash,Failed,Spring 2024
PAY001582,STU000358,2024-05-24,700915,Cash,Pending,Spring 2024
PAY001583,STU000358,2025-09-13,708076,Bank Transfer,Pending,Fall 2024
PAY001584,STU000358,2025-09-18,781244,Credit Card,Completed,Spring 2025
PAY001585,STU000358,2025-11-06,797552,Bank Transfer,Pending,Fall 2024
PAY001586,STU000359,2024-12-27,1009085,Cash,Failed,Spring 2025
PAY001587,STU000359,2024-11-04,1015496,Cash,Pending,Fall 2024
PAY001588,STU000360,2024-03-27,722354,Bank Transfer,Failed,Fall 2024
PAY001589,STU000360,2024-09-25,760941,Credit Card,Pending,Spring 2025
PAY001590,STU000360,2024-08-01,760868,Credit Card,Completed,Spring 2024
PAY001591,STU000360,2024-10-20,754997,Bank Transfer,Completed,Fall 2024
PAY001592,STU000361,2024-10-05,747934,Bank Transfer,Pending,Spring 2024
PAY001593,STU000361,2025-06-17,777717,Mobile Money,Completed,Fall 2023
PAY001594,STU000361,2025-11-02,751287,Credit Card,Completed,Fall 2024
PAY001595,STU000361,2024-12-08,725920,Bank Transfer,Pending,Spring 2025
PAY001596,STU000361,2025-06-09,739783,Cash,Completed,Spring 2024
